location 1,location 2,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ireland,Sweden,0.2,0.5,0.2,0.5,0.5,0.2,0.2,0.0,0.2,0.2,0.2,0.2
Ireland,"United States, Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Alaska",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0
Ireland,"United States, Arizona",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2
Ireland,"United States, Arkansas",0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2
Ireland,"United States, California",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Ireland,"United States, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.5,0.5
Ireland,"United States, Delaware",0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Florida",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2
Ireland,"United States, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Hawaii",0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2
Ireland,"United States, Idaho",0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.5,0.0,0.2
Ireland,"United States, Illinois",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Indiana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0
Ireland,"United States, Iowa",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Kansas",0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Ireland,"United States, Kentucky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.5
Ireland,"United States, Louisiana",0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2
Ireland,"United States, Maine",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.5,0.5
Ireland,"United States, Maryland",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Massachusetts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Michigan",0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2
Ireland,"United States, Minnesota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.5
Ireland,"United States, Mississippi",0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.5,0.2,0.2,0.5
Ireland,"United States, Missouri",0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
Ireland,"United States, Montana",0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.5,0.5,0.5,0.5
Ireland,"United States, Nebraska",0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Ireland,"United States, Nevada",0.2,0.0,0.2,0.0,0.5,0.0,0.0,0.2,0.0,0.2,0.0,0.2
Ireland,"United States, New Hampshire",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, New Jersey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.5
Ireland,"United States, New Mexico",0.0,0.0,0.0,0.5,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0
Ireland,"United States, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, North Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, North Dakota",0.5,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.5,0.5,0.5,0.0
Ireland,"United States, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0
Ireland,"United States, Oklahoma",0.2,0.2,0.0,0.0,0.5,0.2,0.0,0.0,0.2,0.0,0.0,0.0
Ireland,"United States, Oregon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Rhode Island",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.5
Ireland,"United States, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.5
Ireland,"United States, Tennessee",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.2,0.2,0.2
Ireland,"United States, Texas",0.5,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,"United States, Utah",0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.5,0.5,0.5,0.5
Ireland,"United States, Vermont",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.5,0.2
Ireland,"United States, Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Washington",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.2
Ireland,"United States, West Virginia",0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2
Ireland,"United States, Wisconsin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
Ireland,"United States, Wyoming",0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.5,0.5
Italy,Luxembourg,0.0,0.0,0.0,0.5,0.2,0.5,0.2,0.2,0.5,0.2,0.0,0.2
Italy,Netherlands,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.5,0.2,0.0
Italy,New Zealand,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.5,0.2,0.2,0.2
Italy,Northern Ireland,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.2,0.2
Italy,Norway,0.5,0.5,0.0,0.2,0.5,0.5,0.2,0.5,0.5,0.5,0.5,0.2
Italy,Poland,0.5,0.5,0.0,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.0,0.2
Italy,Scotland,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.5,0.2
Italy,Spain,0.5,0.5,0.2,0.0,0.0,0.2,0.2,0.5,1.0,0.5,0.5,0.5
Italy,Sweden,0.5,0.5,0.2,0.2,0.0,0.2,0.2,0.2,0.5,0.5,0.2,0.2
Italy,"United States, Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Italy,"United States, Alaska",0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Italy,"United States, Arizona",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Arkansas",0.2,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0
Italy,"United States, California",0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Colorado",0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Italy,"United States, Delaware",0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Florida",0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Hawaii",0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Idaho",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0
Italy,"United States, Illinois",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Italy,"United States, Indiana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
Italy,"United States, Iowa",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2
Italy,"United States, Kansas",0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
Italy,"United States, Kentucky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Italy,"United States, Louisiana",0.5,0.2,0.2,0.2,0.0,0.5,0.0,0.0,0.2,0.2,0.0,0.2
Italy,"United States, Maine",0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
Italy,"United States, Maryland",0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
Italy,"United States, Massachusetts",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Michigan",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Minnesota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Italy,"United States, Mississippi",0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.2,0.5
Italy,"United States, Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0
Italy,"United States, Montana",0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2
Italy,"United States, Nebraska",0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.5,0.0,0.0,0.0
Italy,"United States, Nevada",0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Italy,"United States, New Hampshire",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, New Jersey",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Italy,"United States, New Mexico",0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0
Italy,"United States, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, North Carolina",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, North Dakota",0.5,0.5,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2
Italy,"United States, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Italy,"United States, Oklahoma",0.2,0.2,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.2,0.0,0.0
Italy,"United States, Oregon",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Rhode Island",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Italy,"United States, South Carolina",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Tennessee",0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.0,0.0
Italy,"United States, Texas",0.5,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Italy,"United States, Utah",0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.2,0.2
Italy,"United States, Vermont",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
Italy,"United States, Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,"United States, Washington",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Italy,"United States, West Virginia",0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
Italy,"United States, Wisconsin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
Italy,"United States, Wyoming",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2
Luxembourg,Netherlands,0.0,0.0,0.0,0.5,0.2,0.5,0.2,0.5,0.5,0.5,0.2,0.0
Luxembourg,New Zealand,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.2,0.2,0.2
Luxembourg,Northern Ireland,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2
Luxembourg,Norway,0.2,0.2,0.2,0.0,0.2,0.5,0.5,0.2,0.2,0.5,0.2,0.2
Luxembourg,Poland,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.2,0.2,0.0,0.0
Luxembourg,Scotland,0.5,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Luxembourg,Spain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,0.2,0.0,0.2
Luxembourg,Sweden,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.5,0.2,0.0
Luxembourg,"United States, Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5
Luxembourg,"United States, Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Luxembourg,"United States, Arizona",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Arkansas",0.0,0.5,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
Luxembourg,"United States, California",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Colorado",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Delaware",0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Hawaii",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2
Luxembourg,"United States, Idaho",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, Indiana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, Iowa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, Kansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Luxembourg,"United States, Kentucky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Louisiana",0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0
Luxembourg,"United States, Maine",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Maryland",0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.5,0.2
Luxembourg,"United States, Massachusetts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, Minnesota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Mississippi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
Luxembourg,"United States, Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2
Luxembourg,"United States, Montana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Nebraska",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2
Luxembourg,"United States, Nevada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2
Luxembourg,"United States, New Hampshire",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, New Jersey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, New Mexico",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, North Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, North Dakota",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0
Luxembourg,"United States, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, Oklahoma",0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2
Luxembourg,"United States, Oregon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Rhode Island",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, South Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Luxembourg,"United States, Tennessee",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.5,0.2
Luxembourg,"United States, Texas",0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Luxembourg,"United States, Utah",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2
Luxembourg,"United States, Vermont",0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Luxembourg,"United States, Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, Washington",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Luxembourg,"United States, West Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.2
Luxembourg,"United States, Wisconsin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,"United States, Wyoming",0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2
Netherlands,New Zealand,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,Northern Ireland,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Netherlands,Norway,0.2,0.2,0.2,0.0,0.5,0.2,0.2,0.2,0.0,0.2,0.0,0.0
Netherlands,Poland,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
Netherlands,Scotland,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,Spain,1.0,0.5,0.5,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.0
Netherlands,Sweden,0.2,0.2,0.5,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2
Netherlands,"United States, Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Netherlands,"United States, Alaska",0.5,0.5,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
Netherlands,"United States, Arizona",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Arkansas",0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, California",0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Colorado",0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Netherlands,"United States, Delaware",0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Florida",0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.5
Netherlands,"United States, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Hawaii",0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Netherlands,"United States, Idaho",0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Netherlands,"United States, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Indiana",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Iowa",0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Kansas",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2
Netherlands,"United States, Kentucky",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Louisiana",0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2
Netherlands,"United States, Maine",0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Netherlands,"United States, Maryland",0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2
Netherlands,"United States, Massachusetts",0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.5
Netherlands,"United States, Minnesota",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Mississippi",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
Netherlands,"United States, Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2
Netherlands,"United States, Montana",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Netherlands,"United States, Nebraska",0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2
Netherlands,"United States, Nevada",0.0,0.0,0.2,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, New Hampshire",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, New Jersey",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
Netherlands,"United States, New Mexico",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, New York",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
Netherlands,"United States, North Carolina",0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, North Dakota",0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Netherlands,"United States, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Oklahoma",0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.2,0.2,0.2
Netherlands,"United States, Oregon",0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Rhode Island",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Netherlands,"United States, South Carolina",0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.5
Netherlands,"United States, Tennessee",0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
Netherlands,"United States, Texas",0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2
Netherlands,"United States, Utah",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Netherlands,"United States, Vermont",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
Netherlands,"United States, Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Washington",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
Netherlands,"United States, West Virginia",0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2
Netherlands,"United States, Wisconsin",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Netherlands,"United States, Wyoming",0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
New Zealand,Northern Ireland,0.5,0.5,0.2,0.2,0.2,0.2,0.0,0.2,0.5,0.2,0.5,1.0
New Zealand,Norway,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0.5,1.0,0.5,0.2,0.2
