location 1,location 2,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Australia,"United States, Maryland",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00017579860586411272,0.00017579860586411272
Australia,"United States, Massachusetts",0.0001757938191372137,0.0001757938191372137,0.00016955726465050992,0.00016955726465050992,0.0001757938191372137,0.0001757938191372137,0.0001757938191372137,0.0001757938191372137,0.0001757938191372137,0.0001757938191372137,0.0001757938191372137,0.0001757938191372137
Australia,"United States, Michigan",0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376,0.0001445049152905376
Australia,"United States, Minnesota",0.00019617300046655012,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00019617300046655012,0.00019617300046655012,0.00019617300046655012,0.00019617300046655012,0.00019617300046655012,0.00019617300046655012,0.00019617300046655012,0.00019617300046655012
Australia,"United States, Mississippi",0.00018980028013264574,9.807304068162142e-05,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992
Australia,"United States, Missouri",0.0001659980514252922,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.0001659980514252922,0.0001659980514252922,0.0001659980514252922,0.0001659980514252922,0.0001659980514252922,0.0001659980514252922,0.0001659980514252922,0.0001659980514252922
Australia,"United States, Montana",0.00016118375488968501,0.00016118375488968501,0.00016955726465050992,0.00019339133455470578,0.00016955726465050992,0.00016955726465050992,0.00016118375488968501,0.00019339133455470578,0.00019339133455470578,0.00019339133455470578,0.00019339133455470578,0.00019339133455470578
Australia,"United States, Nebraska",0.00016955726465050992,0.00016118375488968501,5.468847873941132e-05,0.00016955726465050992,0.00016118375488968501,0.00016955726465050992,0.00016118375488968501,0.00016118375488968501,0.00016955726465050992,0.00016302662448027544,0.00016302662448027544,0.00016302662448027544
Australia,"United States, Nevada",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,5.468847873941132e-05,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992
Australia,"United States, New Hampshire",0.00016686154464508917,0.0001757938191372137,0.00016686154464508917,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016686154464508917,0.0001757938191372137,0.0001757938191372137
Australia,"United States, New Jersey",0.0001398996403415528,0.00018080722794890758,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016164237418125793,0.00016164237418125793
Australia,"United States, New Mexico",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,9.807304068162142e-05,0.00016955726465050992,0.00016955726465050992,0.00016118375488968501,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00017120386306011416
Australia,"United States, New York",0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758,0.00018080722794890758
Australia,"United States, North Carolina",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00014972907499768444,0.00014972907499768444,0.00016955726465050992,0.00014972907499768444,0.00014972907499768444,0.00014972907499768444,0.00014972907499768444
Australia,"United States, North Dakota",5.468847873941132e-05,5.468847873941132e-05,5.468847873941132e-05,9.807304068162142e-05,0.00016118375488968501,0.00019617300046655012,0.00016118375488968501,0.00016955726465050992,0.00016118375488968501,0.00016955726465050992,0.00016955726465050992,0.00016118375488968501
Australia,"United States, Ohio",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00014702099071784298,0.00014702099071784298,0.00014702099071784298,0.00014702099071784298,0.00014702099071784298
Australia,"United States, Oklahoma",9.807304068162142e-05,0.00016955726465050992,0.00016118375488968501,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.0004318526557590479,0.0004318526557590479,0.0004318526557590479,0.0004318526557590479
Australia,"United States, Oregon",0.00016955726465050992,0.0001721830012409173,0.00016955726465050992,0.0001721830012409173,0.0001721830012409173,0.0001721830012409173,0.0001721830012409173,0.0001721830012409173,0.0001721830012409173,0.0001721830012409173,0.0001721830012409173,0.0001721830012409173
Australia,"United States, Pennsylvania",0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528,0.0001398996403415528
Australia,"United States, Rhode Island",0.0001757938191372137,0.0001757938191372137,0.00016955726465050992,0.0001757938191372137,0.0001757938191372137,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.0001757938191372137,0.0001757938191372137,0.0001757938191372137
Australia,"United States, South Carolina",0.00016955726465050992,9.807304068162142e-05,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00014972907499768444
Australia,"United States, Tennessee",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00018080722794890758,0.00018080722794890758,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.0001901398436773321,0.0001901398436773321,0.0001901398436773321,0.0001901398436773321
Australia,"United States, Texas",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00020497023500338916,0.00020497023500338916,0.00020497023500338916,0.00020497023500338916,0.00020497023500338916,0.00020497023500338916,0.00020497023500338916
Australia,"United States, Utah",0.00016955726465050992,0.0001721830012409173,0.0003154189116941425,0.00016955726465050992,0.0003154189116941425,0.0003154189116941425,0.0003154189116941425,0.00016955726465050992,0.00016955726465050992,0.0003154189116941425,0.0003154189116941425,0.0003154189116941425
Australia,"United States, Vermont",0.00016955726465050992,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05,9.797001353867092e-05
Australia,"United States, Virginia",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.0002037102747195966,0.0002037102747195966,0.0002037102747195966,0.0002037102747195966
Australia,"United States, Washington",0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00017813141008016852,0.00017813141008016852,0.00017813141008016852
Australia,"United States, West Virginia",0.0001398996403415528,0.0001398996403415528,0.00016955726465050992,0.00018080722794890758,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00014702099071784298
Australia,"United States, Wisconsin",0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574,0.00018980028013264574
Australia,"United States, Wyoming",0.00016118375488968501,0.00016118375488968501,0.0001659980514252922,0.00016955726465050992,0.00016118375488968501,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016955726465050992,0.00016118375488968501,0.00016118375488968501
Belgium,Brazil,0.0004510026887992146,0.001,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146,0.0004510026887992146
Belgium,Canada,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05,8.55207825445415e-05
Belgium,Croatia,0.001,0.001,8.139841224052254e-05,5.042674332140917e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.84846626373405e-05,8.84846626373405e-05
Belgium,Denmark,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05,8.547882792138952e-05
Belgium,England,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273
Belgium,Finland,0.001,8.139841224052254e-05,6.86898464744429e-05,8.139841224052254e-05,6.86898464744429e-05,8.139841224052254e-05,8.139841224052254e-05,6.86898464744429e-05,6.86898464744429e-05,6.86898464744429e-05,6.86898464744429e-05,6.86898464744429e-05
Belgium,France,0.001,0.001,9.982985768677852e-05,0.001,9.982985768677852e-05,8.139841224052254e-05,0.001,0.001,0.001,0.001,9.982985768677852e-05,9.982985768677852e-05
Belgium,Germany,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05,8.139841224052254e-05
Belgium,Iceland,0.001,6.723953803392783e-05,0.001,5.4915772650012816e-05,5.4915772650012816e-05,0.001,5.4915772650012816e-05,5.4915772650012816e-05,5.4915772650012816e-05,5.4915772650012816e-05,0.001,5.4915772650012816e-05
Belgium,Ireland,7.620779863424212e-05,7.620779863424212e-05,0.001,8.55207825445415e-05,8.55207825445415e-05,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,7.620779863424212e-05,7.620779863424212e-05,7.620779863424212e-05,7.620779863424212e-05
Belgium,Italy,0.001,8.030531946000444e-05,0.001,8.030531946000444e-05,8.030531946000444e-05,8.030531946000444e-05,8.030531946000444e-05,8.030531946000444e-05,8.030531946000444e-05,8.030531946000444e-05,8.030531946000444e-05,8.030531946000444e-05
Belgium,Luxembourg,0.00027082335179520273,0.00027082335179520273,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Belgium,Netherlands,0.001,0.001,0.001,0.001,0.001,0.001,6.724267438812225e-05,6.724267438812225e-05,6.724267438812225e-05,6.724267438812225e-05,6.724267438812225e-05,6.724267438812225e-05
Belgium,New Zealand,0.00027082335179520273,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502,0.00010056443712519502
Belgium,Northern Ireland,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,7.620779863424212e-05
Belgium,Norway,6.530217148815426e-05,8.547882792138952e-05,8.547882792138952e-05,6.530217148815426e-05,8.547882792138952e-05,6.530217148815426e-05,6.530217148815426e-05,6.530217148815426e-05,6.530217148815426e-05,6.530217148815426e-05,6.530217148815426e-05,6.530217148815426e-05
Belgium,Poland,8.272693270817478e-05,8.55207825445415e-05,8.272693270817478e-05,8.139841224052254e-05,8.55207825445415e-05,0.001,8.139841224052254e-05,8.272693270817478e-05,8.272693270817478e-05,8.272693270817478e-05,8.272693270817478e-05,8.272693270817478e-05
Belgium,Scotland,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273
Belgium,Spain,0.001,0.001,0.001,0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,6.176004486420533e-05,6.176004486420533e-05,6.176004486420533e-05,6.176004486420533e-05,6.176004486420533e-05,6.176004486420533e-05
Belgium,Sweden,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05,9.257712399156194e-05
Belgium,"United States, Alabama",6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.663186527820863e-05,6.663186527820863e-05
Belgium,"United States, Alaska",0.001,0.001,0.001,7.186409025522228e-05,7.186409025522228e-05,7.186409025522228e-05,7.186409025522228e-05,7.186409025522228e-05,7.186409025522228e-05,7.186409025522228e-05,7.186409025522228e-05,7.186409025522228e-05
Belgium,"United States, Arizona",6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05
Belgium,"United States, Arkansas",0.00027082335179520273,0.00027082335179520273,0.00027082335179520273,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05
Belgium,"United States, California",6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05
Belgium,"United States, Colorado",7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05,7.545846216059496e-05
Belgium,"United States, Connecticut",6.738210505573146e-05,6.723953803392783e-05,6.723953803392783e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,7.001105595985962e-05,6.738210505573146e-05,7.001105595985962e-05
Belgium,"United States, Delaware",7.954161307251298e-05,7.954161307251298e-05,7.954161307251298e-05,7.954161307251298e-05,7.954161307251298e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05
Belgium,"United States, Florida",6.794621582993112e-05,0.001,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.93149850217214e-05,6.93149850217214e-05,6.93149850217214e-05,6.93149850217214e-05
Belgium,"United States, Georgia",6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.7005145860931e-05,6.7005145860931e-05,6.7005145860931e-05,6.7005145860931e-05
Belgium,"United States, Hawaii",6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05
Belgium,"United States, Idaho",6.794621582993112e-05,6.767274481129163e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,6.794621582993112e-05,8.139841224052254e-05,6.794621582993112e-05,6.767274481129163e-05,6.857476928220586e-05,6.857476928220586e-05,6.857476928220586e-05
